5215,Dirigir ameaçando os pedestres queestejam atravessando a via pública,170,Condutor,Gravíssima,ESTAD/MUNIC/RODOV
5215,Dirigir ameaçando os demais veículos,170,Condutor,Gravíssima,ESTAD/MUNIC/RODOV
5223,Usar veículo para arremessar sobre ospedestres água ou detritos,171,Condutor,Média,MUNICIPAL/RODOV
5223,Usar veículo para arremessar sobre osveículos água ou detritos,171,Condutor,Média,MUNICIPAL/RODOV
5231,Atirar do veículo objetos ou substâncias,172,Condutor,Média,MUNICIPAL/RODOV
5231,Abandonar na via objetos ousubstâncias,172,Condutor,Média,MUNICIPAL/RODOV
5240,Disputar corrida,173,Condutor,Gravíssima,ESTAD/MUNIC/RODOV
5258,Promover na via competição sempermissão,174,PF ou PJ,Gravíssima,MUNICIPAL/RODOV
5258,Promover na via eventos organizadossem permissão,174,PF ou PJ,Gravíssima,MUNICIPAL/RODOV
5258,Promover na via exibição edemonstração de perícia em manobra de veículo s/perm,174,PF ou PJ,Gravíssima,MUNICIPAL/RODOV
5266,Participar na via como condutor emcompetição sem permissão,174,Condutor,Gravíssima,MUNICIPAL/RODOV
5266,Participar na via como condutor emeventos organizados sem permissão,174,Condutor,Gravíssima,MUNICIPAL/RODOV
5266,Participar como condutor exib/demonstperícia em manobra de veíc s/ permissão,174,Condutor,Gravíssima,MUNICIPAL/RODOV
5274,Utiliz veíc demonst/exibir manobraperigosa mediante arrancada brusca,175,Condutor,Gravíssima,ESTADUAL/RODOV
5274,Utiliz veíc dem/exibir manob perig medderrap/frenag c/desliz/arrast pneus,175,Condutor,Gravíssima,ESTADUAL/RODOV
5282,"Deixar o cond envolvido em acidente, de prestar ou providenciar socorro à vítima","176, 1",Condutor,Gravíssima,ESTADUAL/RODOV
5290,"Deixar o cond envolvido em acid, de adotar provid p/ evitar perigo p/otrânsito","176, li",Condutor,Gravíssima,ESTADUAL/RODOV
5070,Entregar veículo a pessoa comCNH/PPD/ACC cassada,"163 c/c162, li",Proprietário,Gravíssima,ESTADUAL/RODOV
5070,Entregar veículo a pessoa comCNH/PPD/ACC com susp. do direito de dirigir,"163 c/c162, li",Proprietário,Gravíssima,ESTADUAL/RODOV
5088,Entregar veículo a pessoa com CNH decategoria diferente da do veículo,"163 c/c162, Ili",Proprietário,Gravíssima,ESTADUAL/RODOV
5088,Entregar veículo a pessoa com PPD decategoria diferente da do veículo,"163 c/c162, Ili",Proprietário,Gravíssima,ESTADUAL/RODOV
5096,Entregar veículo a pessoa com CNH/PPD vencida há mais de 30 dias,"163 c/c 162,V",Proprietário,Gravíssima,ESTADUAL/RODOV
5100,Entregar o veículo a pessoa sem usarlentes corretoras de visão,"163 c/c162, VI",Proprietário,Gravíssima,ESTADUAL/RODOV
5100,Entregar o veículo a pessoa sem usaraparelho auxiliar de audição,"163 c/c162, VI",Proprietário,Gravíssima,ESTADUAL/RODOV
5100,Entregar o veículo a pessoa semaparelho de prótese física,"163 c/c162, VI",Proprietário,Gravíssima,ESTADUAL/RODOV
5100,Entregar veíc pessoas/ adaptações impostas concessão/renovação licençaconduzir,"163 c/c162, VI",Proprietário,Gravíssima,ESTADUAL/RODOV
7773,Entregar veículo a pessoa sem possuircursos especializados obrigatórios,"163 c/c162, VII",Proprietário,Gravíssima,ESTADUAL/RODOV
7773,Entregar veículo a pessoa sem possuir cursos específicos obrigatórios,"163 c/c162, VII",Proprietário,Gravíssima,ESTADUAL/RODOV
5118,Permitir posse/condução do veículo apessoa sem CNH/PPD/ACC,"164 c/c162, 1",Proprietário,Gravíssima,ESTADUAL/RODOV
5126,Permitir posse/condução do veículo apessoa com CNH/PPD/ACC cassada,"164 c/c162, li",Proprietário,Gravíssima,ESTADUAL/RODOV
5126,Permitir posse/condução veíc pessoacom CNH/PPD/ACC c/ susp. direito de dirigir,"164 c/c162, li",Proprietário,Gravíssima,ESTADUAL/RODOV
5134,Permitir posse/condução veíc a pessoa com CNH categoria diferente da doveículo,"164 c/c162, Ili",Proprietário,Gravíssima,ESTADUAL/RODOV
5134,Permitir posse/condução veíc a pessoacom PPD categoria diferente da do,"164 c/c162, Ili",Proprietário,Gravíssima,ESTADUAL/RODOV
